id,ts,src_account_id,dst_account_id,merchant_id,amount,channel,device_id,location,suspect,fraud,meta
71,2025-11-21T23:44:10.044999,600,462,49,804.19,pix,67,Moura Paulista,0,0,"{""note"": ""Doloribus quis illum quidem itaque et exercitationem.""}"
72,2025-11-22T07:56:25.044999,548,242,10,1547.87,web,89,Machado do Sul,0,0,"{""note"": ""Eligendi fugiat voluptas.""}"
73,2025-11-21T15:22:31.044999,541,125,10,895.01,pix,89,Sampaio de Gomes,0,0,"{""note"": ""Sit officiis vel eos hic.""}"
74,2025-11-22T08:11:09.044999,292,20,62,383.52,card,60,Rezende,0,0,"{""note"": ""Aspernatur dolore architecto quae.""}"
75,2025-11-22T03:41:38.044999,445,484,4,43.21,card,227,Marques,0,0,"{""note"": ""Soluta rerum in.""}"
76,2025-11-22T00:58:59.044999,406,141,90,1842.43,web,186,Vargas,0,0,"{""note"": ""Iure aliquam architecto consectetur neque quaerat.""}"
77,2025-11-21T17:53:22.044999,576,355,19,1968.51,ted,222,Dias do Galho,0,0,"{""note"": ""Iste nostrum soluta cupiditate illum beatae.""}"
78,2025-11-21T20:39:48.044999,42,425,23,1252.99,ted,169,Aragão do Norte,0,0,"{""note"": ""Laboriosam impedit sunt.""}"
79,2025-11-21T23:16:51.044999,91,319,30,1318.69,web,191,Nunes da Serra,0,0,"{""note"": ""Molestiae tenetur odio numquam doloribus explicabo.""}"
80,2025-11-22T04:29:09.044999,386,131,96,725.96,card,122,Mendes de Goiás,0,0,"{""note"": ""Nobis accusamus officia placeat.""}"
81,2025-11-21T20:04:18.044999,312,464,51,602.76,web,59,Cunha,0,0,"{""note"": ""Impedit corrupti delectus corporis fugiat incidunt quam.""}"
82,2025-11-21T13:29:49.044999,434,447,20,594.56,ted,201,Barbosa,0,0,"{""note"": ""Excepturi voluptates quasi quasi fugit iure veritatis delectus.""}"
83,2025-11-21T20:31:12.044999,227,337,5,1420.87,pix,38,Novaes da Serra,0,0,"{""note"": ""Magni amet asperiores ratione sint laudantium molestiae doloribus.""}"
84,2025-11-21T22:47:12.044999,98,591,25,1645.93,pix,148,Aparecida do Norte,0,0,"{""note"": ""Tenetur maxime autem neque odio.""}"
85,2025-11-22T07:49:13.044999,449,387,74,1206.14,mobile,178,Pacheco das Flores,0,0,"{""note"": ""Esse perferendis eum ea perspiciatis dolore explicabo.""}"
86,2025-11-21T11:02:15.044999,166,224,37,848.89,mobile,47,Siqueira,0,0,"{""note"": ""Maxime voluptatibus minima at officia vero fuga.""}"
87,2025-11-21T15:06:26.044999,522,555,31,328.52,card,5,Rios,0,0,"{""note"": ""Nam occaecati illum beatae ut praesentium.""}"
88,2025-11-21T18:25:46.044999,76,134,17,1864.5,card,166,Ribeiro da Mata,0,0,"{""note"": ""Perferendis provident cum.""}"
89,2025-11-21T09:36:39.044999,450,461,24,562.88,card,71,da Mota,0,0,"{""note"": ""Rerum modi consequuntur at libero.""}"
90,2025-11-21T16:44:09.044999,167,564,38,1142.79,ted,269,Gonçalves,0,0,"{""note"": ""Maiores officia quam nisi.""}"
91,2025-11-21T22:56:25.044999,515,42,99,261.89,pix,213,Farias,0,0,"{""note"": ""Et ab a aliquid magni.""}"
92,2025-11-21T12:10:56.044999,158,499,26,345.05,ted,222,Aparecida,0,0,"{""note"": ""Vitae occaecati veritatis tenetur ea cum.""}"
93,2025-11-21T19:09:02.044999,363,260,52,345.03,card,74,Marques,0,0,"{""note"": ""Aliquid ex iste similique nemo officiis.""}"
94,2025-11-22T07:51:25.044999,402,491,29,491.42,ted,278,da Rosa da Mata,0,0,"{""note"": ""Minus consectetur eius earum numquam.""}"
95,2025-11-22T01:17:01.044999,162,90,64,306.92,card,271,Leão de Moraes,0,0,"{""note"": ""Rerum voluptates blanditiis quo.""}"
96,2025-11-22T03:46:16.044999,416,280,5,1175.81,card,131,Freitas,0,0,"{""note"": ""Facere officia ad exercitationem.""}"
97,2025-11-21T17:30:11.044999,467,500,6,1201.44,ted,70,da Cruz de das Neves,0,0,"{""note"": ""Inventore quo repudiandae.""}"
98,2025-11-22T01:21:56.044999,265,304,99,1195.45,ted,32,Almeida,0,0,"{""note"": ""Saepe sit voluptates magni cum ex.""}"
99,2025-11-21T10:04:43.044999,4,90,72,267.42,mobile,274,Fogaça,0,0,"{""note"": ""Sapiente inventore voluptatum eius.""}"
100,2025-11-22T08:19:46.044999,450,379,50,1464.39,mobile,125,da Mota,0,0,"{""note"": ""Molestiae consequuntur quibusdam numquam ratione quisquam pariatur.""}"
101,2025-11-21T19:51:01.044999,352,266,67,198.27,ted,133,Leão da Praia,0,0,"{""note"": ""Facilis officiis error necessitatibus expedita sed architecto.""}"
102,2025-11-22T06:58:07.044999,262,395,48,32.77,mobile,11,Monteiro,0,0,"{""note"": ""Officiis id provident rem qui iste harum.""}"
103,2025-11-21T10:03:15.044999,177,112,93,836.41,web,53,Sampaio,0,0,"{""note"": ""Iste laboriosam distinctio illum error.""}"
104,2025-11-22T00:24:00.044999,483,553,50,423.47,web,266,Marques de Rios,0,0,"{""note"": ""Officiis animi quam soluta harum deserunt impedit maxime.""}"
105,2025-11-21T13:13:49.044999,333,382,4,1093.93,mobile,47,Montenegro Alegre,0,0,"{""note"": ""Eum amet voluptatibus ab eos.""}"
106,2025-11-21T09:02:27.044999,211,26,96,1809.75,ted,276,Pacheco,0,0,"{""note"": ""Nostrum voluptatem accusantium omnis molestias a iusto beatae.""}"
107,2025-11-21T09:12:56.044999,211,63,68,1430.17,card,148,Fogaça Verde,0,0,"{""note"": ""Fugiat atque porro porro veritatis fugiat vero sequi.""}"
108,2025-11-22T06:20:42.044999,244,1,62,1430.92,mobile,75,Lima de Minas,0,0,"{""note"": ""Deserunt consequuntur ullam illum.""}"
109,2025-11-21T14:08:25.044999,413,270,88,681.12,web,128,Andrade de Fernandes,0,0,"{""note"": ""Laborum aliquid unde doloribus deserunt occaecati soluta dolorem.""}"
110,2025-11-22T05:02:23.044999,453,88,66,1074.2,card,278,Pimenta,0,0,"{""note"": ""Beatae laboriosam vero soluta ea.""}"
111,2025-11-21T10:29:28.044999,584,293,68,939.88,pix,228,Pereira,0,0,"{""note"": ""Beatae delectus numquam autem.""}"
112,2025-11-21T11:56:32.044999,339,344,62,1885.04,web,16,Leão Paulista,0,0,"{""note"": ""Ea totam alias dicta.""}"
113,2025-11-22T05:53:49.044999,381,304,82,1570.92,mobile,58,Machado,0,0,"{""note"": ""Quod nesciunt impedit error.""}"
114,2025-11-21T20:11:27.044999,60,87,80,1194.08,web,130,Machado de Pimenta,0,0,"{""note"": ""Repellat pariatur illo architecto numquam dolores.""}"
115,2025-11-21T10:51:28.044999,534,148,20,371.3,pix,39,da Rocha,0,0,"{""note"": ""Quisquam quaerat molestias quas libero aut.""}"
116,2025-11-21T22:31:55.044999,87,197,7,1984.55,web,271,Cassiano do Campo,0,0,"{""note"": ""Voluptatem maxime commodi.""}"
117,2025-11-22T05:48:09.044999,281,554,84,872.22,web,165,da Cunha de Viana,0,0,"{""note"": ""Ipsum tenetur illum rerum reiciendis.""}"
118,2025-11-21T09:42:44.044999,24,249,87,870.27,card,247,Mendes,0,0,"{""note"": ""Inventore perferendis aliquam facere quam asperiores.""}"
119,2025-11-21T12:47:07.044999,101,241,52,475.76,pix,182,da Rosa dos Dourados,0,0,"{""note"": ""Praesentium modi similique doloribus praesentium nihil.""}"
120,2025-11-22T05:41:48.044999,121,20,69,521.75,pix,38,Cavalcante de Minas,0,0,"{""note"": ""Quis voluptas pariatur reprehenderit ullam soluta laudantium.""}"
121,2025-11-21T22:50:38.044999,134,129,12,356.61,mobile,77,Nogueira das Pedras,0,0,"{""note"": ""Quo perspiciatis aliquid quibusdam odio illo dolores.""}"
122,2025-11-21T17:26:12.044999,570,523,6,1183.32,pix,198,Costela de Minas,0,0,"{""note"": ""Quas mollitia dolorem fugit adipisci eligendi molestias.""}"
123,2025-11-22T08:12:33.044999,359,166,44,705.69,web,183,Araújo,0,0,"{""note"": ""Dolore asperiores ad non nihil molestiae.""}"
124,2025-11-22T03:07:38.044999,277,284,84,981.64,mobile,98,Novaes de Minas,0,0,"{""note"": ""Accusamus quas quo aliquam voluptatum.""}"
125,2025-11-22T00:04:26.044999,214,1,91,1273.41,card,59,Pinto do Amparo,0,0,"{""note"": ""Voluptas hic eligendi ipsam facere mollitia.""}"
126,2025-11-21T20:12:55.044999,484,104,70,1987.26,web,293,Siqueira,0,0,"{""note"": ""Dicta voluptatem non reprehenderit.""}"
127,2025-11-21T15:06:44.044999,135,355,90,34.06,web,243,Duarte,0,0,"{""note"": ""At reiciendis suscipit blanditiis molestiae.""}"
128,2025-11-22T00:42:57.044999,30,333,89,131.91,pix,91,Melo do Sul,0,0,"{""note"": ""Distinctio enim rem quod.""}"
129,2025-11-22T04:38:27.044999,582,251,60,751.92,pix,30,Sousa de Sales,0,0,"{""note"": ""Numquam recusandae quibusdam impedit amet.""}"
130,2025-11-22T08:30:11.044999,363,56,59,1885.88,web,209,Câmara,0,0,"{""note"": ""Repudiandae incidunt odio nisi praesentium.""}"
131,2025-11-22T08:37:16.044999,505,441,52,909.12,card,73,Nunes,0,0,"{""note"": ""Ducimus commodi consequatur.""}"
132,2025-11-21T23:17:32.044999,313,48,57,104.45,web,127,Teixeira do Amparo,0,0,"{""note"": ""Delectus aliquam quae laudantium impedit.""}"
133,2025-11-22T08:39:14.044999,155,116,81,1569.74,card,63,da Cruz,0,0,"{""note"": ""Dolorem fugit praesentium sit cum dolorum voluptates excepturi.""}"
134,2025-11-21T23:55:35.044999,430,455,95,794.06,ted,121,Pereira do Campo,0,0,"{""note"": ""Assumenda impedit eveniet quam.""}"
135,2025-11-21T14:48:26.044999,286,495,78,459.4,card,259,Barbosa,0,0,"{""note"": ""Consequatur earum iure hic quod tempora dicta.""}"
136,2025-11-21T21:11:43.044999,440,444,13,1113.05,card,103,Fogaça,0,0,"{""note"": ""Nemo quibusdam nobis provident temporibus.""}"
137,2025-11-22T04:44:08.044999,458,394,26,313.37,pix,228,Cirino de Nascimento,0,0,"{""note"": ""Delectus reprehenderit laboriosam facere odit officia.""}"
138,2025-11-21T22:07:07.044999,28,551,66,1083.82,mobile,150,Gonçalves da Praia,0,0,"{""note"": ""Magni autem tempora dignissimos perferendis facilis ducimus.""}"
139,2025-11-21T17:56:14.044999,28,5,6,1020.39,pix,16,Abreu das Pedras,0,0,"{""note"": ""Ut delectus quia.""}"
140,2025-11-21T22:17:28.044999,434,414,51,1713.42,ted,50,das Neves,0,0,"{""note"": ""Asperiores modi nesciunt omnis voluptas eius.""}"
141,2025-11-21T15:09:36.044999,445,285,11,1199.23,ted,291,Cavalcanti da Mata,0,0,"{""note"": ""Temporibus quos officiis tempore.""}"
142,2025-11-22T01:46:07.044999,540,50,80,1496.3,pix,35,Abreu da Mata,0,0,"{""note"": ""Laudantium sequi laborum pariatur veritatis dolorum.""}"
143,2025-11-21T15:05:26.044999,105,290,59,1349.38,web,215,Costa de Peixoto,0,0,"{""note"": ""Quibusdam ipsam pariatur sit nesciunt.""}"
144,2025-11-21T11:44:01.044999,264,444,94,103.96,pix,258,Pires de Guerra,0,0,"{""note"": ""Rerum cumque error sapiente.""}"
145,2025-11-22T00:26:17.044999,205,385,88,547.79,pix,230,Siqueira,0,0,"{""note"": ""Aut repudiandae consequuntur adipisci quod eveniet.""}"
146,2025-11-21T23:13:41.044999,18,597,59,849.66,web,109,Novais,0,0,"{""note"": ""Architecto fuga sint provident incidunt.""}"
147,2025-11-22T06:36:36.044999,58,592,9,677.66,web,49,das Neves,0,0,"{""note"": ""Quae impedit aspernatur doloribus dolore beatae odit.""}"
148,2025-11-22T00:53:21.044999,577,263,96,1052.46,pix,123,Cavalcante,0,0,"{""note"": ""Cumque esse animi fuga esse porro sint.""}"
149,2025-11-21T15:58:42.044999,283,126,66,444.82,ted,265,Vieira,0,0,"{""note"": ""Molestiae accusamus quia.""}"
150,2025-11-21T11:55:24.044999,160,219,47,1163.78,card,47,Garcia,0,0,"{""note"": ""Magni commodi natus distinctio exercitationem.""}"
151,2025-11-22T03:33:35.044999,417,445,8,16.91,pix,79,Lopes,0,0,"{""note"": ""Deserunt eaque veniam laudantium natus repellendus.""}"
152,2025-11-22T02:51:30.044999,31,488,17,300.47,card,19,Ribeiro dos Dourados,0,0,"{""note"": ""Ipsum aliquam qui soluta.""}"
153,2025-11-21T16:46:41.044999,24,168,28,547.6,web,256,Gomes de Farias,0,0,"{""note"": ""Distinctio sit adipisci assumenda molestiae at at architecto.""}"
154,2025-11-21T14:04:45.044999,291,242,19,74.71,card,165,Fonseca de Montenegro,0,0,"{""note"": ""Deserunt suscipit sequi dolore.""}"
155,2025-11-21T21:19:58.044999,520,473,9,1473.34,pix,28,Cardoso de Goiás,0,0,"{""note"": ""Sit hic hic consequuntur.""}"
156,2025-11-21T22:30:12.044999,341,485,77,1243.37,ted,259,Duarte Verde,0,0,"{""note"": ""Accusantium nesciunt repellat ex cupiditate itaque veritatis.""}"
157,2025-11-22T05:54:36.044999,532,560,94,702.46,ted,176,Alves da Mata,0,0,"{""note"": ""Reiciendis omnis aut itaque adipisci deleniti magni.""}"
158,2025-11-22T08:04:23.044999,181,101,22,1663.78,ted,276,da Rocha de Minas,0,0,"{""note"": ""Natus nobis aliquid voluptas ullam veniam beatae vero.""}"
159,2025-11-21T18:16:26.044999,406,5,35,585.56,web,298,Lima Paulista,0,0,"{""note"": ""Quae quae ipsum excepturi sunt sunt.""}"
160,2025-11-21T18:24:21.044999,430,243,64,1267.88,card,24,Sá de Aparecida,0,0,"{""note"": ""Magnam pariatur aspernatur.""}"
161,2025-11-21T09:39:48.044999,434,110,37,675.87,card,53,da Cruz,0,0,"{""note"": ""Velit accusamus nobis explicabo nulla inventore quaerat adipisci.""}"
162,2025-11-22T08:35:15.044999,462,519,54,1688.28,web,87,Cavalcanti de Borges,0,0,"{""note"": ""Inventore quo aspernatur velit unde doloremque qui.""}"
163,2025-11-21T16:10:50.044999,15,319,95,1658.16,mobile,259,Martins,0,0,"{""note"": ""Rem animi dicta porro iste.""}"
164,2025-11-21T16:44:57.044999,556,118,12,1998.87,card,178,Casa Grande da Prata,0,0,"{""note"": ""Earum fugit aperiam dolor excepturi eum odio nam.""}"
165,2025-11-22T00:00:34.044999,51,358,23,1579.19,card,1,Sampaio Verde,0,0,"{""note"": ""Eveniet doloribus iusto beatae assumenda itaque laborum.""}"
166,2025-11-21T18:19:41.044999,390,268,79,8.09,web,101,Freitas da Mata,0,0,"{""note"": ""Eveniet ipsam delectus fugiat quia.""}"
167,2025-11-22T07:55:57.044999,26,421,82,1829.8,pix,114,Jesus,0,0,"{""note"": ""Cupiditate laborum omnis explicabo.""}"
168,2025-11-21T13:25:38.044999,547,402,64,1110.27,mobile,71,Rodrigues da Praia,0,0,"{""note"": ""Quia odit consequuntur doloremque.""}"
169,2025-11-22T06:01:56.044999,421,573,90,1910.87,web,286,Araújo,0,0,"{""note"": ""Distinctio dolorem molestias quibusdam dolorum illo.""}"
170,2025-11-22T07:48:12.044999,286,193,62,1911.84,pix,114,Cavalcanti,0,0,"{""note"": ""Facilis magnam accusantium.""}"
171,2025-11-22T02:43:20.044999,231,31,32,401.17,web,287,Gonçalves da Praia,0,0,"{""note"": ""Veniam quibusdam adipisci officiis cum inventore atque.""}"
172,2025-11-21T15:59:31.044999,492,546,6,13.23,mobile,276,Casa Grande,0,0,"{""note"": ""Suscipit deserunt vel enim illum repellendus temporibus.""}"
173,2025-11-21T20:10:15.044999,142,165,17,1506.88,mobile,95,Câmara,0,0,"{""note"": ""Perferendis nihil laudantium quae ipsam dolore.""}"
174,2025-11-22T08:24:51.044999,578,522,68,1309.25,mobile,53,Pastor das Pedras,0,0,"{""note"": ""Qui voluptatem libero in recusandae libero doloribus eligendi.""}"
175,2025-11-22T06:20:51.044999,4,366,54,224.39,mobile,94,Camargo,0,0,"{""note"": ""Sunt debitis dolorum velit nisi alias earum.""}"
176,2025-11-22T01:14:40.044999,93,436,79,1493.46,pix,208,Pastor de Rodrigues,0,0,"{""note"": ""Eveniet voluptas autem fuga quas eaque.""}"
177,2025-11-21T11:52:56.044999,519,468,79,361.1,ted,182,Brito,0,0,"{""note"": ""Modi voluptate illum iusto.""}"
178,2025-11-21T11:14:28.044999,278,215,46,1745.88,mobile,20,Moura,0,0,"{""note"": ""Voluptas eaque nihil.""}"
179,2025-11-21T12:24:10.044999,154,346,30,928.58,card,87,Castro das Pedras,0,0,"{""note"": ""Quod voluptatibus neque tempore odit eum ullam.""}"
180,2025-11-21T18:25:34.044999,498,528,35,206.81,web,283,Santos,0,0,"{""note"": ""Beatae dolor voluptatibus in velit quasi.""}"
181,2025-11-22T01:40:50.044999,187,371,17,701.93,web,247,Santos Grande,0,0,"{""note"": ""Consectetur error officiis nisi eveniet.""}"
182,2025-11-21T09:34:09.044999,401,109,65,369.56,card,254,Souza da Praia,0,0,"{""note"": ""Voluptatibus accusamus sit totam.""}"
183,2025-11-21T22:28:27.044999,504,157,95,1962.68,pix,11,Costela do Sul,0,0,"{""note"": ""Maxime nisi in iure veniam sed soluta dicta.""}"
184,2025-11-21T18:25:36.044999,49,319,71,1896.77,web,173,Sales do Sul,0,0,"{""note"": ""Quasi illo at dolore aliquid.""}"
